0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Arunima College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,55,37,92,,,,,,,,,,,,,
Arya College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,49,83,132,,,,,,,,,,,,,
Ashirwad College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,83,54,137,,,,,,,,,,,,,
Ashirwad College,Bagmati,,Management Bachelor BBM,,37,14,51,,,,,,,,,,,,,
Asian Byabsthapan College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,13,9,22,,,,,,,,,,,,,
Asian Collage Of Higher Studies,Bagmati,HSS,Bachelor BCA,,12,75,87,,,,,,,,,,,,,
Asian Collage Of Higher Studies,Bagmati,,Management Bachelor 4-YRS B.B.S.,,10,0,10,,,,,,,,,,,,,
Asian Collage Of Higher Studies,Bagmati,,Management Bachelor BBM,,17,8,25,,,,,,,,,,,,,
Asian Collage Of Higher Studies,Bagmati,S&T,Bachelor BSc.CSIT,,51,210,261,,,,,,,,,,,,,
Asian School Of Managemnt &  Technology,Bagmati,HSS,Bachelor BCA,,7,70,77,,,,,,,,,,,,,
Asian School Of Managemnt &  Technology,Bagmati,,Management Bachelor BBM,,35,21,56,,,,,,,,,,,,,
Asian School Of Managemnt &  Technology,Bagmati,,Management Bachelor BIM,,44,117,161,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Asian School Of Managemnt &  Technology,Bagmati,S&T,Bachelor BSc.CSIT,,61,171,232,,,,,,,,,,,,,
B.S.T. College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,25,22,47,,,,,,,,,,,,,
Bagalamukhi Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,60,12,72,,,,,,,,,,,,,
Bagmati College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,48,37,85,,,,,,,,,,,,,
Bajra International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,68,28,96,,,,,,,,,,,,,
Bajra International College,Bagmati,HSS,Bachelor BCA,,5,15,20,,,,,,,,,,,,,
Bajra International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,124,70,194,,,,,,,,,,,,,
Bal Jagritee College,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,116,20,136,,,,,,,,,,,,,
Bal Jagritee College,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,64,33,97,,,,,,,,,,,,,
Banepa Siddhartha College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,135,92,227,,,,,,,,,,,,,
BangadCampus,Karnali,Education,Bachelor 4-YRS B.ED.,,116,84,200,,,,,,,,,,,,,
Banke Bageswori College,Lumbini,HSS,Bachelor BCA,,12,45,57,,,,,,,,,,,,,
Banke Bageswori College,Lumbini,S&T,Bachelor BSc.CSIT,,36,98,134,,,,,,,,,,,,,
Banke Shiskha Campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,61,27,88,,,,,,,,,,,,,
Baraha Adarsha campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,32,17,49,,,,,,,,,,,,,
Barahathawa Multiple Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,21,22,43,,,,,,,,,,,,,
Barahi College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,34,9,43,,,,,,,,,,,,,
Bardiya Multiple Campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,79,31,110,,,,,,,,,,,,,
Bardiya Multiple Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,77,43,120,,,,,,,,,,,,,
Belaka Janta Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,15,9,24,,,,,,,,,,,,,
Bhadra Ghale Multiple Campus,Bagmati,HSS,Bachelor BCA,,10,57,67,,,,,,,,,,,,,
Bhanubhakta Memorial College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,42,31,73,,,,,,,,,,,,,
Bherukhi Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,6,5,11,,,,,,,,,,,,,
Bihunkot Amar Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,10,9,19,,,,,,,,,,,,,
Birat Campus School of  Management Studies,Koshi,,Management Bachelor 4-YRS B.B.S.,,53,42,95,,,,,,,,,,,,,
Birat Kshitiz College,Koshi,S&T,Bachelor BSc.CSIT,,24,90,114,,,,,,,,,,,,,
Birat Model College,Koshi,Education,Bachelor 4-YRS B.ED.,,182,108,290,,,,,,,,,,,,,
Birat Model College,Koshi,,Management Bachelor 4-YRS B.B.S.,,24,19,43,,,,,,,,,,,,,
Birat Multiple Collegem  Biratnagarm Morang,Koshi,S&T,Bachelor 4-YRS B.Sc,,62,5,67,,,,,,,,,,,,,
Birat Multiple Collegem  Biratnagarm Morang,Koshi,S&T,Bachelor BSc.CSIT,,18,81,99,,,,,,,,,,,,,
Biratnagar City College,Koshi,Education,Bachelor 4-YRS B.ED.,,120,35,155,,,,,,,,,,,,,
Biratnagar City College,Koshi,,Management Bachelor 4-YRS B.B.S.,,196,111,307,,,,,,,,,,,,,
Birendra Memorial College,Koshi,,Management Bachelor 4-YRS B.B.S.,,97,62,159,,,,,,,,,,,,,
Birendra Memorial College,Koshi,Management Master,,MBS,38,27,65,,,,,,,,,,,,,
Birendra Memorial College,Koshi,S&T,Bachelor 4-YRS B.Sc,,6,2,8,,,,,,,,,,,,,
Birganj Public College,Madhesh,,Management Bachelor 4-YRS B.B.S.,,300,345,645,,,,,,,,,,,,,
Birganj Public College,Madhesh,,Management Bachelor BIM,,46,49,95,,,,,,,,,,,,,
Birganj Public College,Madhesh,Management Master,,MBS,20,25,45,,,,,,,,,,,,,
Birgunj College,Madhesh,,Management Bachelor 4-YRS B.B.S.,,66,53,119,,,,,,,,,,,,,
Biruwa Multiple Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,8,1,9,,,,,,,,,,,,,
Blue Bird College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,172,60,232,,,,,,,,,,,,,
Blue Bird College,Bagmati,Management Master,,MBS,5,9,14,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Bright Future College,Bagmati,Education,Bachelor 4-YRS B.ED.,,74,14,88,,,,,,,,,,,,,
Bright Future College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,128,67,195,,,,,,,,,,,,,
Bright Vision International  College,Bagmati,HSS,Bachelor 4-YRS B.A.,,13,9,22,,,,,,,,,,,,,
Bright Vision International  College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,21,21,42,,,,,,,,,,,,,
Brightland College,Lumbini,HSS,Bachelor 4-YRS B.A.,,24,9,33,,,,,,,,,,,,,
Brightland College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,135,85,220,,,,,,,,,,,,,
Brightland College,Lumbini,,Management Bachelor BHM,,28,52,80,,,,,,,,,,,,,
Brightland College,Lumbini,,Management Bachelor BIM,,16,18,34,,,,,,,,,,,,,
Brightland College,Lumbini,Management Master,,MBS,8,15,23,,,,,,,,,,,,,
Brilliant Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,55,19,74,,,,,,,,,,,,,
Brilliant Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,136,114,250,,,,,,,,,,,,,
Brilliant Multiple Campus,Bagmati,Management Master,,MBS,36,16,52,,,,,,,,,,,,,
British Gurkha College,Bagmati,HSS,Bachelor 4-YRS B.A.,,25,11,36,,,,,,,,,,,,,
British Gurkha College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,51,32,83,,,,,,,,,,,,,
Buddha Shanti Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,13,13,26,,,,,,,,,,,,,
Bulingtar Pahadi Samudayik  Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,40,13,53,,,,,,,,,,,,,
butwal kalika campus,Lumbini,HSS,Bachelor BCA,,17,70,87,,,,,,,,,,,,,
butwal kalika campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,779,357,1136,,,,,,,,,,,,,
Cambridge International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,44,25,69,,,,,,,,,,,,,
Cambridge International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,53,24,77,,,,,,,,,,,,,
Campion College,Bagmati,HSS,Bachelor 4-YRS B.A.,,27,17,44,,,,,,,,,,,,,
Campion College,Bagmati,HSS,Master,Sociology,12,16,28,,,,,,,,,,,,,
Campion College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,36,47,83,,,,,,,,,,,,,
Campion College,Bagmati,,Management Bachelor BBA,,134,107,241,,,,,,,,,,,,,
Campion College,Bagmati,Management Master,,MBS,12,5,17,,,,,,,,,,,,,
Canopy College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,14,7,21,,,,,,,,,,,,,
Canvas International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,44,25,69,,,,,,,,,,,,,
Canvas International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,101,75,176,,,,,,,,,,,,,
Canvas International College,Bagmati,Management Master,,MBS,22,4,26,,,,,,,,,,,,,
Capital College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,20,17,37,,,,,,,,,,,,,
Capitol Hill College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,77,46,123,,,,,,,,,,,,,
Caribbean College Of  Management,Bagmati,HSS,Bachelor BCA,,2,15,17,,,,,,,,,,,,,
Caribbean College Of  Management,Bagmati,,Management Bachelor 4-YRS B.B.S.,,38,28,66,,,,,,,,,,,,,
Caspian Central Region College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,111,60,171,,,,,,,,,,,,,
Caspian Central Region College,Bagmati,Management Master,,MBS,29,18,47,,,,,,,,,,,,,
Chanakya Management College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,118,84,202,,,,,,,,,,,,,
Chanakya Management College,Bagmati,Management Master,,MBS,15,6,21,,,,,,,,,,,,,
Chandra Surya Management  Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,105,74,179,,,,,,,,,,,,,
Chandranigapur Pathibhara  Multple Campus,Madhesh,HSS,Bachelor 4-YRS B.A.,,1,1,2,,,,,,,,,,,,,
Charumati Campus,Bagmati,HSS,Bachelor BCA,,27,60,87,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Charumati Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,38,26,64,,,,,,,,,,,,,
Chhinnamasta College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,79,106,185,,,,,,,,,,,,,
Chisapani Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,44,19,63,,,,,,,,,,,,,
Chitwan School Of Medical  Sciences,Bagmati,Medicine,Bachelor B.Sc. MIT,,5,9,14,,,,,,,,,,,,,
Chitwan School Of Medical  Sciences,Bagmati,Medicine,Bachelor B.Sc. MTL,,11,19,30,,,,,,,,,,,,,
Chitwan School Of Medical  Sciences,Bagmati,Medicine,Bachelor B.Sc. Nursing,,147,0,147,,,,,,,,,,,,,
Chitwan School Of Medical  Sciences,Bagmati,Medicine,Bachelor BDS,,134,34,168,,,,,,,,,,,,,
Chitwan School Of Medical  Sciences,Bagmati,Medicine,Bachelor BPH,,26,51,77,,,,,,,,,,,,,
Chitwan School Of Medical  Sciences,Bagmati,Medicine,Bachelor Bpharma,,21,41,62,,,,,,,,,,,,,
Chitwan School Of Medical  Sciences,Bagmati,Medicine,Bachelor MBBS,,232,448,680,,,,,,,,,,,,,
Citizens Integrated College,Bagmati,Education,Bachelor 4-YRS B.ED.,,4,1,5,,,,,,,,,,,,,
Citizens Integrated College,Bagmati,HSS,Bachelor 4-YRS B.A.,,5,3,8,,,,,,,,,,,,,
Citizens Integrated College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,46,21,67,,,,,,,,,,,,,
City College,Madhesh,,Management Bachelor 4-YRS B.B.S.,,76,67,143,,,,,,,,,,,,,
City College Of Management,Lumbini,,Management Bachelor 4-YRS B.B.S.,,81,61,142,,,,,,,,,,,,,
City College Of Management,Lumbini,Management Master,,MBS,28,20,48,,,,,,,,,,,,,
College For Higher Education,Koshi,,Management Bachelor 4-YRS B.B.S.,,82,50,132,,,,,,,,,,,,,
College Of Applied Business,Bagmati,,Management Bachelor BBA,,141,82,223,,,,,,,,,,,,,
College Of Applied Business,Bagmati,,Management Bachelor BIM,,14,32,46,,,,,,,,,,,,,
College Of Applied Business,Bagmati,S&T,Bachelor BSc.CSIT,,44,147,191,,,,,,,,,,,,,
College Of Applied Business,Bagmati,S&T,Master,Env.,57,38,95,,,,,,,,,,,,,
College Of Business  Management,Bagmati,,Management Bachelor 4-YRS B.B.S.,,12,20,32,,,,,,,,,,,,,
College Of Business  Management,Bagmati,,Management Bachelor BBM,,44,57,101,,,,,,,,,,,,,
College Of Business  Management,Bagmati,Management Master,,MBS,22,18,40,,,,,,,,,,,,,
College Of Management,Lumbini,,Management Bachelor 4-YRS B.B.S.,,80,51,131,,,,,,,,,,,,,
Cosmopolitan College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,1,2,3,,,,,,,,,,,,,
Cp College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,60,27,87,,,,,,,,,,,,,
Crystal College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,8,2,10,,,,,,,,,,,,,
Damauli College Of Higher  Studies,Gandaki,,Management Bachelor 4-YRS B.B.S.,,92,25,117,,,,,,,,,,,,,
Dang Central Region College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,333,133,466,,,,,,,,,,,,,
Dav College Of Management,Bagmati,HSS,Bachelor BCA,,7,42,49,,,,,,,,,,,,,
Dav College Of Management,Bagmati,,Management Bachelor 4-YRS B.B.S.,,81,64,145,,,,,,,,,,,,,
Dav College Of Management,Bagmati,,Management Bachelor BBA,,184,127,311,,,,,,,,,,,,,
Dav College Of Management,Bagmati,,Management Bachelor BBM,,92,53,145,,,,,,,,,,,,,
Dav College Of Management,Bagmati,Management Master,,MBS,26,22,48,,,,,,,,,,,,,
Dav College Of Management,Bagmati,S&T,Bachelor 4-YRS B.Sc,,50,12,62,,,,,,,,,,,,,
Deepshikha College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,56,27,83,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Depot Adarsha Multiple Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,56,38,94,,,,,,,,,,,,,
Dharan City College,Koshi,Education,Bachelor 4-YRS B.ED.,,93,20,113,,,,,,,,,,,,,
Dharan City College,Koshi,,Management Bachelor 4-YRS B.B.S.,,402,169,571,,,,,,,,,,,,,
Dharan Model College,Koshi,,Management Bachelor 4-YRS B.B.S.,,172,62,234,,,,,,,,,,,,,
Dhuwankot Mahashila Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,8,3,11,,,,,,,,,,,,,
Diamond College,Bagmati,HSS,Bachelor BCA,,12,60,72,,,,,,,,,,,,,
Diamond College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,443,598,1041,,,,,,,,,,,,,
Dibyabhumi Multiple College,Bagmati,HSS,Bachelor 4-YRS B.A.,,20,11,31,,,,,,,,,,,,,
Dibyagyan College,Bagmati,HSS,Bachelor BCA,,7,80,87,,,,,,,,,,,,,
Dibyagyan College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,178,256,434,,,,,,,,,,,,,
Dignity College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,45,9,54,,,,,,,,,,,,,
Dikshanta College,Bagmati,HSS,Bachelor 4-YRS B.A.,,75,37,112,,,,,,,,,,,,,
Dikshanta College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,134,133,267,,,,,,,,,,,,,
Diliprajeshwori College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,18,5,23,,,,,,,,,,,,,
Dipayal Campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,12,15,27,,,,,,,,,,,,,
Dipika Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,80,76,156,,,,,,,,,,,,,
Diyalo College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,36,56,92,,,,,,,,,,,,,
Dupcheshwor Himchuli Adadrsha  Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,15,10,25,,,,,,,,,,,,,
Dwit College,Bagmati,HSS,Bachelor BCA,,10,7,17,,,,,,,,,,,,,
Dwit College,Bagmati,S&T,Bachelor BSc.CSIT,,47,95,142,,,,,,,,,,,,,
Dynamic Multiple Campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,170,36,206,,,,,,,,,,,,,
Edenburgh College,Koshi,Education,Bachelor 4-YRS B.ED.,,123,42,165,,,,,,,,,,,,,
Edenburgh College,Koshi,,Management Bachelor 4-YRS B.B.S.,,291,253,544,,,,,,,,,,,,,
Ed-Mark College,Bagmati,HSS,Bachelor 4-YRS B.A.,,76,38,114,,,,,,,,,,,,,
Ed-Mark College,Bagmati,HSS,Bachelor BCA,,35,40,75,,,,,,,,,,,,,
Ed-Mark College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,276,155,431,,,,,,,,,,,,,
Ed-Mark College,Bagmati,Management Master,,MBS,79,51,130,,,,,,,,,,,,,
Einstein Academy,Bagmati,,Management Bachelor 4-YRS B.B.S.,,22,13,35,,,,,,,,,,,,,
Emerald (Academy) College,Koshi,,Management Bachelor 4-YRS B.B.S.,,20,6,26,,,,,,,,,,,,,
Everest College,Bagmati,HSS,Bachelor BCA,,17,67,84,,,,,,,,,,,,,
Everest College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,79,59,138,,,,,,,,,,,,,
Everest College,Bagmati,,Management Bachelor BBA,,188,116,304,,,,,,,,,,,,,
Everest College,Bagmati,,Management Bachelor BBM,,53,30,83,,,,,,,,,,,,,
Everest College,Bagmati,Management Master,,MBS,14,8,22,,,,,,,,,,,,,
Everest International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,9,12,21,,,,,,,,,,,,,
Everest Multiple College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,33,23,56,,,,,,,,,,,,,
Fikuri Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,23,0,23,,,,,,,,,,,,,
Fikuri Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,11,4,15,,,,,,,,,,,,,
Florida Int’L College,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,28,28,56,,,,,,,,,,,,,
Freeborn Gyankunj College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,130,61,191,,,,,,,,,,,,,
Freeborn Gyankunj College,Bagmati,Management Master,,MBS,33,16,49,,,,,,,,,,,,,
Gadhimai multiple campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,67,39,106,,,,,,,,,,,,,
Gaindakot Namuna College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,175,93,268,,,,,,,,,,,,,
Galwa Multiple Campus,Karnali,HSS,Bachelor 4-YRS B.A.,,8,10,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Gandaki Medical College,Gandaki,Medicine,Bachelor B.Sc. MIT,,4,7,11,,,,,,,,,,,,,
Gandaki Medical College,Gandaki,Medicine,Bachelor B.Sc. MTL,,3,3,6,,,,,,,,,,,,,
Gandaki Medical College,Gandaki,Medicine,Bachelor B.Sc. Nursing,,87,0,87,,,,,,,,,,,,,
Gandaki Medical College,Gandaki,Medicine,Bachelor BDS,,63,16,79,,,,,,,,,,,,,
Gandaki Medical College,Gandaki,Medicine,Bachelor BPH,,7,15,22,,,,,,,,,,,,,
Gandaki Medical College,Gandaki,Medicine,Bachelor Bpharma,,6,14,20,,,,,,,,,,,,,
Gandaki Medical College,Gandaki,Medicine,Bachelor MBBS,,191,372,563,,,,,,,,,,,,,
Gandaki Multiple College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,116,47,163,,,,,,,,,,,,,
Ganesh Himal Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,64,27,91,,,,,,,,,,,,,
Garamani Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,36,16,52,,,,,,,,,,,,,
Gauri Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,41,9,50,,,,,,,,,,,,,
Gaushala Multiple Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,25,7,32,,,,,,,,,,,,,
Gaushala Multiple Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,17,5,22,,,,,,,,,,,,,
Geetanjali College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,33,28,61,,,,,,,,,,,,,
Gillette College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,158,201,359,,,,,,,,,,,,,
Gillette College,Bagmati,S&T,Bachelor 4-YRS B.Sc,,0,1,1,,,,,,,,,,,,,
Global College Of Management,Bagmati,,Management Bachelor 4-YRS B.B.S.,,78,80,158,,,,,,,,,,,,,
Global College Of Management,Bagmati,Management Master,,MBS,16,7,23,,,,,,,,,,,,,
Global Village College,Bagmati,HSS,Bachelor 4-YRS B.A.,,4,1,5,,,,,,,,,,,,,
Global Village College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,52,33,85,,,,,,,,,,,,,
Godawari College,Koshi,,Management Bachelor 4-YRS B.B.S.,,104,66,170,,,,,,,,,,,,,
Godawari College,Koshi,S&T,Bachelor BSc.CSIT,,26,156,182,,,,,,,,,,,,,
Golden Shrine (G.S.) College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,14,8,22,,,,,,,,,,,,,
Goldengate International College Bagmati,,HSS,Bachelor 4-YRS B.A.,,42,38,80,,,,,,,,,,,,,
Goldengate International College Bagmati,,HSS,Bachelor BCA,,2,25,27,,,,,,,,,,,,,
Goldengate International College Bagmati,,HSS,Master,Economics,7,22,29,,,,,,,,,,,,,
Goldengate International College Bagmati,,,Management Bachelor 4-YRS B.B.S.,,82,80,162,,,,,,,,,,,,,
Goldengate International College Bagmati,,,Management Bachelor BBM,,42,57,99,,,,,,,,,,,,,
Goldengate International College Bagmati,,,Management Bachelor BHM,,111,236,347,,,,,,,,,,,,,
Goldengate International College Bagmati,,Management Master,,MBS,7,11,18,,,,,,,,,,,,,
Goldengate International College Bagmati,,S&T,Bachelor 4-YRS B.Sc,,142,47,189,,,,,,,,,,,,,
Goldengate International College Bagmati,,S&T,Master,Env.,47,13,60,,,,,,,,,,,,,
Goldengate International College Bagmati,,S&T,Master,MB,23,14,37,,,,,,,,,,,,,
Goldengate International College Bagmati,,S&T,Master,Physics,1,4,5,,,,,,,,,,,,,
Grammar College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,70,45,115,,,,,,,,,,,,,
Greenfield National College,Bagmati,HSS,Bachelor 4-YRS B.A.,,26,16,42,,,,,,,,,,,,,
Greenfield National College,Bagmati,HSS,Bachelor BCA,,15,12,27,,,,,,,,,,,,,
Greenfield National College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,100,45,145,,,,,,,,,,,,,
Greenfield National College,Bagmati,,Management Bachelor BBM,,24,2,26,,,,,,,,,,,,,
Greenfield National College,Bagmati,Management Master,,MBS,25,20,45,,,,,,,,,,,,,
Greenwich College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,43,30,73,,,,,,,,,,,,,
Gyan Deep College,Lumbini,HSS,Bachelor 4-YRS B.A.,,45,18,63,,,,,,,,,,,,,
Gyan Deep College,Lumbini,HSS,Bachelor BCA,,15,25,40,,,,,,,,,,,,,
Gyan Deep College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,331,109,440,,,,,,,,,,,,,
Gyan Deep College,Lumbini,S&T,Bachelor 4-YRS B.Sc,,91,58,149,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Gyankunj College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,119,99,218,,,,,,,,,,,,,
Gyansindhu College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,86,31,117,,,,,,,,,,,,,
Gyansindhu Surkhet College,Karnali,,Management Bachelor 4-YRS B.B.S.,,95,84,179,,,,,,,,,,,,,
Haleshi campus,Koshi,Education,Bachelor 4-YRS B.ED.,,76,20,96,,,,,,,,,,,,,
Henry Ford International College,Bagmati,HSS,Bachelor BCA,,22,42,64,,,,,,,,,,,,,
Henry Ford International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,137,100,237,,,,,,,,,,,,,
Henry Ford International College,Bagmati,,Management Bachelor BBM,,29,7,36,,,,,,,,,,,,,
Henry Ford International College,Bagmati,Management Master,,MBS,3,0,3,,,,,,,,,,,,,
Henry Ford International College,Bagmati,S&T,Bachelor BSc.CSIT,,27,159,186,,,,,,,,,,,,,
Herald International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,67,10,77,,,,,,,,,,,,,
Herald International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,258,72,330,,,,,,,,,,,,,
Hetauda City College,Bagmati,HSS,Bachelor BCA,,7,30,37,,,,,,,,,,,,,
Hetauda City College,Bagmati,S&T,Bachelor BSc.CSIT,,14,146,160,,,,,,,,,,,,,
Hetauda School Of Management Bagmati,,HSS,Bachelor BCA,,15,37,52,,,,,,,,,,,,,
Hetauda School Of Management Bagmati,,,Management Bachelor 4-YRS B.B.S.,,276,165,441,,,,,,,,,,,,,
Hetauda School Of Management Bagmati,,,Management Bachelor BIM,,33,28,61,,,,,,,,,,,,,
Hetauda School Of Management Bagmati,,Management Master,,MBS,32,13,45,,,,,,,,,,,,,
Himal Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,69,67,136,,,,,,,,,,,,,
Himalaya College Of Engineering Bagmati,,Engineering,Bachelor Civil,,74,300,374,,,,,,,,,,,,,
Himalaya College Of Engineering Bagmati,,Engineering,Bachelor Computer,,43,136,179,,,,,,,,,,,,,
Himalaya College Of Engineering Bagmati,,Engineering,"Bachelor Electronics,",,12,76,88,,,,,,,,,,,,,
Himalaya College Of Engineering Bagmati,,HSS,Bachelor BCA,,2,30,32,,,,,,,,,,,,,
Himalaya College Of Engineering Bagmati,,S&T,Bachelor BSc.CSIT,,68,169,237,,,,,,,,,,,,,
Himalaya Darshan College,Koshi,HSS,Bachelor BCA,,25,45,70,,,,,,,,,,,,,
Himalaya Darshan College,Koshi,,Management Bachelor 4-YRS B.B.S.,,119,90,209,,,,,,,,,,,,,
Himalaya Darshan College,Koshi,,Management Bachelor BHM,,27,52,79,,,,,,,,,,,,,
Himalaya Darshan College,Koshi,,Management Bachelor BIM,,57,54,111,,,,,,,,,,,,,
Himalaya Darshan College,Koshi,S&T,Bachelor BSc.CSIT,,24,62,86,,,,,,,,,,,,,
Himalayan College For Learning  Excellence,Bagmati,HSS,Bachelor BCA,,5,5,10,,,,,,,,,,,,,
Indreni Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,205,107,312,,,,,,,,,,,,,
Indreni College,Bagmati,,Management Bachelor BIM,,16,28,44,,,,,,,,,,,,,
